"p"	"count"
"http://dbpedia.org/property/firstAired"	26925
"http://dbpedia.org/property/patternB"	26865
"http://dbpedia.org/ontology/race"	26445
"http://dbpedia.org/property/latNs"	26382
"http://dbpedia.org/property/longEw"	26380
"http://dbpedia.org/property/matches"	26132
"http://dbpedia.org/property/debutyear"	25908
"http://dbpedia.org/property/shipPropulsion"	25734
"http://dbpedia.org/property/manufacturer"	25653
"http://dbpedia.org/ontology/openingYear"	25635
"http://dbpedia.org/property/deliveries"	25557
"http://dbpedia.org/ontology/routeJunction"	25550
"http://dbpedia.org/property/isbn"	25490
"http://dbpedia.org/property/statvalue"	25451
"http://dbpedia.org/ontology/runwayLength"	25426
"http://dbpedia.org/ontology/developer"	25345
"http://dbpedia.org/property/auto"	25288
"http://dbpedia.org/property/strength"	25214
"http://dbpedia.org/property/coachYears"	24997
"http://dbpedia.org/ontology/militaryCommand"	24712
"http://www.wikidata.org/entity/P58"	24633
"http://dbpedia.org/property/order"	24592
"http://dbpedia.org/ontology/spouse"	24540
"http://dbpedia.org/property/shipName"	24327
"http://dbpedia.org/property/allegiance"	24169
"http://dbpedia.org/property/commands"	24162
"http://dbpedia.org/property/founder"	23817
"http://dbpedia.org/property/heightFt"	23810
"http://www.wikidata.org/entity/P50"	23770
"http://dbpedia.org/ontology/shipBeam"	23668
"http://dbpedia.org/property/coach"	23560
"http://dbpedia.org/property/capacity"	23554
"http://dbpedia.org/property/affiliations"	23223
"http://dbpedia.org/property/field"	23214
"http://dbpedia.org/property/mediaType"	23156
