"p"	"count"
"http://de.dbpedia.org/property/pop"	8979
"http://de.dbpedia.org/property/anzahl"	8946
"http://de.dbpedia.org/property/staat"	8913
"http://de.dbpedia.org/property/quellhöhe"	8906
"http://de.dbpedia.org/property/gegründet"	8766
"http://de.dbpedia.org/property/altMoy"	8763
"http://dbpedia.org/ontology/federalState"	8763
"http://de.dbpedia.org/property/besetzung"	8723
"http://de.dbpedia.org/property/besetzung1a"	8592
"http://de.dbpedia.org/property/hex"	8589
"http://de.dbpedia.org/property/nummerDenkmalliste"	8501
"http://de.dbpedia.org/property/gebirge"	8483
"http://de.dbpedia.org/property/künstler"	8459
"http://de.dbpedia.org/property/besetzung3b"	8449
"http://de.dbpedia.org/property/besetzung2a"	8401
"http://de.dbpedia.org/property/update"	8359
"http://de.dbpedia.org/property/no"	8352
"http://de.dbpedia.org/property/address"	8278
"http://de.dbpedia.org/property/umsatz"	8241
"http://dbpedia.org/ontology/mouthPosition"	8236
"http://de.dbpedia.org/property/produkte"	8118
"http://de.dbpedia.org/property/regione"	8114
"http://de.dbpedia.org/property/latitudinegradi"	8114
"http://de.dbpedia.org/property/longitudinegradi"	8114
"http://de.dbpedia.org/property/cap"	8113
"http://de.dbpedia.org/property/latitudineminuti"	8106
"http://de.dbpedia.org/property/istat"	8106
"http://de.dbpedia.org/property/longitudineminuti"	8106
"http://de.dbpedia.org/property/prefisso"	8098
"http://de.dbpedia.org/property/okres"	8097
"http://de.dbpedia.org/property/refnum"	8094
"http://de.dbpedia.org/property/siglaprovincia"	8057
"http://dbpedia.org/ontology/casNumber"	8053
"http://de.dbpedia.org/property/latitudinesecondi"	7990
"http://de.dbpedia.org/property/longitudinesecondi"	7988
"http://de.dbpedia.org/property/nomecomune"	7928
"http://dbpedia.org/ontology/homeColourHexCode"	7928
"http://de.dbpedia.org/property/ndl"	7895
"http://de.dbpedia.org/property/straßen"	7892
"http://de.dbpedia.org/property/siglaregione"	7866
"http://de.dbpedia.org/property/besetzung3a"	7861
"http://de.dbpedia.org/property/bildname"	7845
"http://de.dbpedia.org/property/ländercode"	7829
"http://de.dbpedia.org/property/date"	7776
"http://dbpedia.org/ontology/chairman"	7726
"http://de.dbpedia.org/property/anschriftort"	7720
"http://de.dbpedia.org/property/befehlshaber"	7714
"http://de.dbpedia.org/property/anschriftstraße"	7707
"http://dbpedia.org/ontology/mountainRange"	7596
"http://de.dbpedia.org/property/flaeche"	7519
"http://de.dbpedia.org/property/von"	7460
"http://de.dbpedia.org/property/fiscale"	7440
"http://de.dbpedia.org/property/bildunterschrift"	7361
"http://de.dbpedia.org/property/entdecker"	7285
"http://de.dbpedia.org/property/konskriptionsnr"	7278
